game_id,agent1_points,agent2_points,first_player,point_differential
1106,39,81,1,-42
1107,50,70,1,-20
1108,46,74,0,-28
1109,56,64,1,-8
1110,53,67,0,-14
1111,42,78,0,-36
1112,85,35,1,50
1113,45,75,0,-30
1114,71,49,1,22
1115,57,63,1,-6
1116,67,53,1,14
1117,45,75,1,-30
1118,85,35,1,50
1119,28,92,0,-64
1120,79,41,0,38
1121,44,76,0,-32
1122,47,73,1,-26
1123,73,47,0,26
1124,50,70,0,-20
1125,20,100,1,-80
1126,20,100,1,-80
1127,23,97,1,-74
1128,72,48,0,24
1129,49,71,0,-22
1130,20,100,0,-80
1131,17,103,0,-86
1132,64,56,0,8
1133,48,72,0,-24
1134,51,69,0,-18
1135,51,69,1,-18
1136,79,41,1,38
1137,40,80,1,-40
1138,27,93,0,-66
1139,41,79,1,-38
1140,39,81,1,-42
1141,50,70,0,-20
1142,61,59,1,2
1143,70,50,0,20
1144,31,89,1,-58
1145,39,81,0,-42
1146,38,82,0,-44
1147,85,35,0,50
1148,42,78,0,-36
1149,5,115,1,-110
1150,44,76,0,-32
1151,52,68,0,-16
1152,32,88,0,-56
1153,7,113,0,-106
1154,19,101,1,-82
1155,51,69,0,-18
1156,27,93,1,-66
1157,39,81,1,-42
1158,42,78,0,-36
1159,67,53,0,14
1160,84,36,1,48
1161,61,59,0,2
1162,33,87,0,-54
1163,75,45,0,30
1164,16,104,0,-88
1165,7,113,1,-106
1166,35,85,0,-50
1167,44,76,1,-32
1168,41,79,1,-38
1169,24,96,0,-72
1170,34,86,0,-52
1171,61,59,1,2
1172,65,55,0,10
1173,41,79,1,-38
1174,44,76,0,-32
1175,70,50,1,20
1176,46,74,0,-28
1177,19,101,1,-82
1178,27,93,0,-66
1179,15,105,0,-90
1180,28,92,1,-64
1181,73,47,1,26
1182,22,98,0,-76
1183,4,116,1,-112
1184,51,69,1,-18
1185,55,65,0,-10
1186,46,74,1,-28
1187,48,72,0,-24
1188,45,75,0,-30
1189,43,77,1,-34
1190,23,97,1,-74
1191,37,83,1,-46
1192,36,84,0,-48
1193,14,106,0,-92
1194,64,56,0,8
1195,28,92,1,-64
1196,44,76,1,-32
1197,22,98,1,-76
1198,60,60,0,0
1199,43,77,0,-34
1200,0,120,1,-120
1201,29,91,0,-62
1202,60,60,0,0
1203,28,92,0,-64
1204,54,66,1,-12
1205,17,103,1,-86
1206,46,74,1,-28
1207,41,79,0,-38
1208,18,102,1,-84
1209,16,104,1,-88
1210,25,95,1,-70
1211,2,118,0,-116
1212,34,86,1,-52
1213,17,103,1,-86
1214,51,69,1,-18
1215,48,72,1,-24
1216,48,72,1,-24
1217,82,38,0,44
1218,73,47,1,26
1219,2,118,1,-116
1220,48,72,1,-24
1221,21,99,0,-78
1222,19,101,0,-82
1223,91,29,0,62
1224,48,72,0,-24
1225,39,81,1,-42
1226,16,104,0,-88
1227,41,79,0,-38
1228,30,90,1,-60
1229,19,101,1,-82
1230,70,50,0,20
1231,18,102,1,-84
1232,68,52,1,16
1233,39,81,0,-42
1234,42,78,0,-36
1235,85,35,1,50
1236,7,113,0,-106
1237,55,65,0,-10
1238,46,74,0,-28
1239,15,105,1,-90
1240,49,71,1,-22
1241,46,74,1,-28
1242,34,86,0,-52
1243,50,70,1,-20
1244,17,103,0,-86
1245,61,59,0,2
1246,36,84,1,-48
1247,39,81,1,-42
1248,49,71,0,-22
1249,24,96,0,-72
1250,14,106,0,-92
1251,69,51,0,18
1252,44,76,1,-32
1253,36,84,0,-48
1254,57,63,1,-6
1255,32,88,1,-56
1256,65,55,1,10
1257,48,72,0,-24
1258,17,103,0,-86
1259,63,57,0,6
